6.072813559485957802e-01,-4.380771498156066368e-01
-2.596786400727129074e-01,6.237072338072974231e-01
7.519469299072553126e-01,-4.923534978426852282e-01
-3.915513553466176688e-02,-4.790283712550855721e-01
-4.787086138898709597e-01,6.281968340690282648e-01
-5.703608658996923986e-02,-3.965676796250113822e-01
-3.378580086610873390e-01,-5.827959439543414222e-01
-4.041280961308931774e-01,-1.363548112240314802e-01
4.962477773952754523e-02,-8.723744848200160051e-01
-2.198862781343917938e-01,5.027948281151749521e-01
-8.072614178828926290e-01,-3.327267962178565019e-02
5.390355034792914529e-02,-6.109739494707189245e-01
-3.247902351097304852e-01,-7.023378497331087544e-01
-1.449401447751467453e-01,-6.231022048907991495e-01
-3.865057011909685536e-01,-1.901998779094407066e-01
-6.187369959982888523e-02,-5.664227337905587412e-01
-1.608824238973795562e-01,-3.668351056936876020e-01
-4.108194617693742279e-01,-3.739971670594360309e-01
4.089835532695736409e-01,-3.516950946502150344e-01
-7.686586500445778958e-01,1.735905894529686799e-01
-4.145625184867023361e-01,4.014307791546201098e-01
-1.603195131062254142e-01,-4.065289768898012746e-01
-5.392664289026958269e-01,3.339758125417466306e-02
-7.160505273049706521e-01,-1.852618423508778367e-01
-8.111186552515137205e-01,7.855941449495218443e-02
-3.284934938479826538e-01,5.071065378025485515e-01
-6.774148444362672050e-01,-8.513985958549675770e-01
-5.371950495024210293e-01,-7.534787522986297059e-02
2.639348263890221175e-02,5.508553460632471532e-01
-7.134911645532717728e-01,7.184666361108157928e-02
1.133297096146367866e-01,-5.984409182914489644e-01
6.259283139789754147e-01,6.525349695462587807e-01
-5.622597820638196575e-01,-3.917775057895436230e-01
-1.062645099266632809e-01,4.732489756450014573e-01
1.937606611395290002e-03,-4.205183876777229268e-01
-5.212315364096998804e-01,-2.333424762281772202e-01
1.748057081987428041e-02,-6.762888952200687420e-01
6.369088403208073013e-02,5.515558231567488923e-01
-7.118473178038826621e-01,1.126992576900684578e-01
9.000875256231427590e-02,4.854506731393241625e-01
-2.784478117559984756e-01,-9.353394993428149062e-01
1.051553760680424415e-01,-6.603751181944482740e-01
-5.278219093713834020e-01,-3.657384466610444362e-02
2.351242703682463187e-01,-5.291903835653460897e-01
