0.000000000000000000e+00,3.609907739358247242e-03,2.906594761527304671e-01,4.683553335309682542e-01,3.942760578494518553e-01,6.733822764653141224e-01,1.017920659985087628e-01,1.746970332792466829e-01,6.253521071409556820e-02,4.067850596943196062e-01,6.733822764653141224e-01,5.757525279353992165e-02,1.746970332792466829e-01,3.829615073565244797e-03,4.236929517724651872e-01
3.609907739358247242e-03,0.000000000000000000e+00,9.811137640169693020e-04,4.148360867458658098e-03,2.769541611114271530e-03,4.288250897974952604e-03,1.056695793537899310e-02,9.225915141559557159e-04,1.185185185185185230e-01,2.577738637014892649e-03,4.288250897974952604e-03,6.759906759906759988e-02,9.225915141559557159e-04,4.003267973856209500e-02,2.859223532645536765e-03
2.906594761527304671e-01,9.811137640169693020e-04,0.000000000000000000e+00,1.328898736249618240e-01,2.107408192699994076e-01,2.499445921117826597e-01,2.813534752353727408e-02,3.989564990073686257e-01,1.717866695703783309e-02,2.272134837774406058e-01,2.499445921117826597e-01,1.704144838869378273e-02,3.989564990073686257e-01,1.513338932091959355e-02,2.152878415608958929e-01
4.683553335309682542e-01,4.148360867458658098e-03,1.328898736249618240e-01,0.000000000000000000e+00,3.174238827599886181e-01,5.646204281636875155e-01,8.109423774576589306e-02,1.368554299884621739e-01,4.341299113660710036e-03,3.257151947594907893e-01,5.646204281636875155e-01,1.519177505483574608e-01,1.368554299884621739e-01,8.417393067248879479e-02,3.428925489420195927e-01
3.942760578494518553e-01,2.769541611114271530e-03,2.107408192699994076e-01,3.174238827599886181e-01,0.000000000000000000e+00,4.760148077658936661e-01,2.959261330962595360e-02,1.449827379783499015e-01,5.166243669516580247e-03,4.776236669652475508e-01,4.760148077658936661e-01,2.463482262918233103e-03,1.449827379783499015e-01,2.663469155044501449e-03,5.124553649113873233e-01
6.733822764653141224e-01,4.288250897974952604e-03,2.499445921117826597e-01,5.646204281636875155e-01,4.760148077658936661e-01,0.000000000000000000e+00,6.214582807274022375e-02,1.841701912306855649e-01,4.818006008241034269e-03,5.196265595252149705e-01,8.717948717948718063e-01,3.409532279778319710e-03,1.841701912306855649e-01,4.840854087820625762e-02,5.336637428768368219e-01
1.017920659985087628e-01,1.056695793537899310e-02,2.813534752353727408e-02,8.109423774576589306e-02,2.959261330962595360e-02,6.214582807274022375e-02,0.000000000000000000e+00,4.071179680999925665e-02,8.527777777777777179e-02,6.005553734132686866e-02,6.214582807274022375e-02,5.094059379773664686e-02,4.071179680999925665e-02,4.545454545454546968e-03,4.369083431294445291e-02
1.746970332792466829e-01,9.225915141559557159e-04,3.989564990073686257e-01,1.368554299884621739e-01,1.449827379783499015e-01,1.841701912306855649e-01,4.071179680999925665e-02,0.000000000000000000e+00,1.075726847165689275e-02,2.022963023690742546e-01,2.130510576566783387e-01,1.012186802169077506e-02,9.537815126050420700e-01,9.201377352857545433e-03,1.852561001824123699e-01
6.253521071409556820e-02,1.185185185185185230e-01,1.717866695703783309e-02,4.341299113660710036e-03,5.166243669516580247e-03,4.818006008241034269e-03,8.527777777777777179e-02,1.075726847165689275e-02,0.000000000000000000e+00,2.781389193644362434e-02,4.926245045268547174e-02,2.197802197802197974e-02,1.075726847165689275e-02,0.000000000000000000e+00,3.138391598826205386e-02
4.067850596943196062e-01,2.577738637014892649e-03,2.272134837774406058e-01,3.257151947594907893e-01,4.776236669652475508e-01,5.196265595252149705e-01,6.005553734132686866e-02,2.022963023690742546e-01,2.781389193644362434e-02,0.000000000000000000e+00,5.196265595252149705e-01,3.918717725542175331e-03,1.895978896706615457e-01,2.404000646040163093e-03,5.327861816369210413e-01
6.733822764653141224e-01,4.288250897974952604e-03,2.499445921117826597e-01,5.646204281636875155e-01,4.760148077658936661e-01,8.717948717948718063e-01,6.214582807274022375e-02,2.130510576566783387e-01,4.926245045268547174e-02,5.196265595252149705e-01,0.000000000000000000e+00,3.409532279778319710e-03,1.841701912306855649e-01,4.840854087820625762e-02,5.336637428768368219e-01
5.757525279353992165e-02,6.759906759906759988e-02,1.704144838869378273e-02,1.519177505483574608e-01,2.463482262918233103e-03,3.409532279778319710e-03,5.094059379773664686e-02,1.012186802169077506e-02,2.197802197802197974e-02,3.918717725542175331e-03,3.409532279778319710e-03,0.000000000000000000e+00,1.825194932250378405e-02,2.857142857142856360e-02,5.303166425206850415e-02
1.746970332792466829e-01,9.225915141559557159e-04,3.989564990073686257e-01,1.368554299884621739e-01,1.449827379783499015e-01,1.841701912306855649e-01,4.071179680999925665e-02,9.537815126050420700e-01,1.075726847165689275e-02,1.895978896706615457e-01,1.841701912306855649e-01,1.825194932250378405e-02,0.000000000000000000e+00,9.201377352857545433e-03,1.852561001824123699e-01
3.829615073565244797e-03,4.003267973856209500e-02,1.513338932091959355e-02,8.417393067248879479e-02,2.663469155044501449e-03,4.840854087820625762e-02,4.545454545454546968e-03,9.201377352857545433e-03,0.000000000000000000e+00,2.404000646040163093e-03,4.840854087820625762e-02,2.857142857142856360e-02,9.201377352857545433e-03,0.000000000000000000e+00,2.621709876377268343e-03
4.236929517724651872e-01,2.859223532645536765e-03,2.152878415608958929e-01,3.428925489420195927e-01,5.124553649113873233e-01,5.336637428768368219e-01,4.369083431294445291e-02,1.852561001824123699e-01,3.138391598826205386e-02,5.327861816369210413e-01,5.336637428768368219e-01,5.303166425206850415e-02,1.852561001824123699e-01,2.621709876377268343e-03,0.000000000000000000e+00
